108,"vulExists(sPLC,cve2016_7407,dropbearssh,remoteExploit,privEscalation)","LEAF",1
109,"RULE 5 (remote exploit of a server program)","AND",0.2
110,"vulExists(sPLC,cve2016_7408,dropbearssh,remoteExploit,privEscalation)","LEAF",1
111,"RULE 8 (multi-hop access)","AND",1
112,"hacl(scadaWorkStation,tPLC,_,_)","LEAF",1
113,"networkServiceInfo(tPLC,codesys,_,_,root)","LEAF",1
114,"vulExists(tPLC,cve2012_6068,codesys,remoteExploit,privEscalation)","LEAF",1
115,"RULE 8 (multi-hop access)","AND",1
116,"execCode(tPLC,user)","OR",0
117,"RULE 5 (remote exploit of a server program)","AND",0.2
118,"networkServiceInfo(tPLC,dropbearssh,_,_,user)","LEAF",1
119,"vulExists(tPLC,cve2016_7406,dropbearssh,remoteExploit,privEscalation)","LEAF",1
120,"RULE 5 (remote exploit of a server program)","AND",0.2
121,"vulExists(tPLC,cve2016_7407,dropbearssh,remoteExploit,privEscalation)","LEAF",1
122,"RULE 5 (remote exploit of a server program)","AND",0.2
123,"vulExists(tPLC,cve2016_7408,dropbearssh,remoteExploit,privEscalation)","LEAF",1
124,"networkServiceInfo(sPLC,codesys,_,_,root)","LEAF",1
125,"vulExists(sPLC,cve2012_6068,codesys,remoteExploit,privEscalation)","LEAF",1
126,"RULE 8 (multi-hop access)","AND",1
127,"RULE 8 (multi-hop access)","AND",1
128,"hacl(scadaWorkStation,mgPLC,_,_)","LEAF",1
129,"RULE 8 (multi-hop access)","AND",1
130,"hacl(tPLC,mgPLC,_,_)","LEAF",1
131,"RULE 8 (multi-hop access)","AND",1
132,"networkServiceInfo(mgPLC,codesys,_,_,root)","LEAF",1
133,"vulExists(mgPLC,cve2012_6068,codesys,remoteExploit,privEscalation)","LEAF",1
134,"RULE 8 (multi-hop access)","AND",1
135,"RULE 8 (multi-hop access)","AND",1
136,"hacl(sPLC,mainPLC,_,_)","LEAF",1
137,"RULE 8 (multi-hop access)","AND",1
138,"RULE 8 (multi-hop access)","AND",1
139,"hacl(scadaWorkStation,mainPLC,_,_)","LEAF",1
140,"RULE 8 (multi-hop access)","AND",1
141,"hacl(tPLC,mainPLC,_,_)","LEAF",1
142,"RULE 8 (multi-hop access)","AND",1
143,"networkServiceInfo(mainPLC,dropbearssh,_,_,user)","LEAF",1
144,"vulExists(mainPLC,cve2016_7406,dropbearssh,remoteExploit,privEscalation)","LEAF",1
145,"RULE 5 (remote exploit of a server program)","AND",0.2
146,"vulExists(mainPLC,cve2016_7407,dropbearssh,remoteExploit,privEscalation)","LEAF",1
147,"RULE 5 (remote exploit of a server program)","AND",0.2
148,"vulExists(mainPLC,cve2016_7408,dropbearssh,remoteExploit,privEscalation)","LEAF",1
149,"RULE 8 (multi-hop access)","AND",1
150,"hacl(mgPLC,genPLC,_,_)","LEAF",1
151,"RULE 8 (multi-hop access)","AND",1
152,"RULE 8 (multi-hop access)","AND",1
153,"hacl(sPLC,genPLC,_,_)","LEAF",1
154,"RULE 8 (multi-hop access)","AND",1
155,"RULE 8 (multi-hop access)","AND",1
156,"hacl(scadaWorkStation,genPLC,_,_)","LEAF",1
157,"RULE 8 (multi-hop access)","AND",1
158,"hacl(tPLC,genPLC,_,_)","LEAF",1
159,"RULE 8 (multi-hop access)","AND",1
160,"networkServiceInfo(genPLC,codesys,_,_,root)","LEAF",1
161,"vulExists(genPLC,cve2012_6068,codesys,remoteExploit,privEscalation)","LEAF",1
162,"RULE 8 (multi-hop access)","AND",1
163,"RULE 8 (multi-hop access)","AND",1
164,"hacl(mainPLC,shRouter,_,_)","LEAF",1
165,"RULE 8 (multi-hop access)","AND",1
166,"hacl(mgPLC,shRouter,_,_)","LEAF",1
167,"RULE 8 (multi-hop access)","AND",1
168,"RULE 8 (multi-hop access)","AND",1
169,"hacl(sPLC,shRouter,_,_)","LEAF",1
170,"RULE 8 (multi-hop access)","AND",1
171,"RULE 8 (multi-hop access)","AND",1
172,"hacl(scadaWorkStation,shRouter,_,_)","LEAF",1
173,"RULE 8 (multi-hop access)","AND",1
174,"hacl(tPLC,shRouter,_,_)","LEAF",1
175,"RULE 8 (multi-hop access)","AND",1
176,"canSpoof(controlAction2)","OR",0
177,"RULE 2 (Access transport network)","AND",1
178,"transportsFlow(routerCsw2,controlAction2)","LEAF",1
179,"netAccess(routerCsw2,_,_)","OR",0
180,"RULE 8 (multi-hop access)","AND",1
181,"hacl(genPLC,routerCsw2,_,_)","LEAF",1
182,"RULE 8 (multi-hop access)","AND",1
183,"RULE 8 (multi-hop access)","AND",1
184,"hacl(mainPLC,routerCsw2,_,_)","LEAF",1
185,"RULE 8 (multi-hop access)","AND",1
186,"hacl(mgPLC,routerCsw2,_,_)","LEAF",1
187,"RULE 8 (multi-hop access)","AND",1
188,"RULE 8 (multi-hop access)","AND",1
189,"hacl(sPLC,routerCsw2,_,_)","LEAF",1
190,"RULE 8 (multi-hop access)","AND",1
191,"RULE 8 (multi-hop access)","AND",1
192,"hacl(scadaWorkStation,routerCsw2,_,_)","LEAF",1
193,"RULE 8 (multi-hop access)","AND",1
194,"hacl(tPLC,routerCsw2,_,_)","LEAF",1
195,"RULE 8 (multi-hop access)","AND",1
196,"canSpoof(controlAction4)","OR",0
197,"RULE 2 (Access transport network)","AND",1
198,"transportsFlow(mainRouter,controlAction4)","LEAF",1
199,"netAccess(mainRouter,_,_)","OR",0
200,"RULE 8 (multi-hop access)","AND",1
201,"hacl(genPLC,mainRouter,_,_)","LEAF",1
202,"RULE 8 (multi-hop access)","AND",1
203,"RULE 8 (multi-hop access)","AND",1
204,"hacl(mainPLC,mainRouter,_,_)","LEAF",1
205,"RULE 8 (multi-hop access)","AND",1
206,"hacl(mgPLC,mainRouter,_,_)","LEAF",1
207,"RULE 8 (multi-hop access)","AND",1
208,"RULE 8 (multi-hop access)","AND",1
209,"hacl(sPLC,mainRouter,_,_)","LEAF",1
210,"RULE 8 (multi-hop access)","AND",1
211,"RULE 8 (multi-hop access)","AND",1
212,"hacl(scadaWorkStation,mainRouter,_,_)","LEAF",1
213,"RULE 8 (multi-hop access)","AND",1
214,"hacl(tPLC,mainRouter,_,_)","LEAF",1
215,"RULE 8 (multi-hop access)","AND",1
216,"canTamper(controlAction12)","OR",0
217,"RULE 0 (Controller compromised)","AND",1
218,"controlsFlow(sPLC,controlAction12)","LEAF",1
